rank,name,number_students,student_staff_ratio,intl_students,female_male_ratio,teaching_score,research_score,citations_score,industry_income_score,international_outlook_score,total_score
801,Lahore University of Management Sciences,3859,14.6,1,41,19.5,12.7,33.9,35.1,49,24.3825
801,University of Las Palmas de Gran Canaria,18714,17.1,7,56,17.8,11.9,44.4,34.4,36.8,25.85
801,University of Latvia,12367,33.1,6,70,17,19.3,24.4,41.6,48.9,22.9175
801,Lebanese American University,7866,13.4,18,50,30.5,10.1,25.1,34.8,84.7,26.9325
801,Leeds Beckett University,19726,19.5,12,51,16.6,13.9,39.5,35,49.8,25.61
801,Louisiana Tech University,11210,22.6,4,46,17.3,9.7,43.9,34.8,32.7,24.5925
801,Lviv Polytechnic National University,21560,10.5,1,41,17.9,8.7,49.5,34.7,24.4,25.5275
801,University of Malaga,35654,12.9,9,53,20.1,11.5,33.1,36.2,41.2,23.405
801,University of Maribor,12124,13.6,5,55,17,15.8,31,40,37.9,22.9825
801,Marquette University,10472,12,4,53,36,14.4,34.3,36.3,24.6,28.1625
801,University of Mazandaran,12942,33.7,2,65,28.2,11.6,32.9,37.4,17.2,24.035
801,Mississippi State University,26121,19,3,51,21.8,15.8,43.6,40.3,25.9,27.31
801,University of Murcia,27662,16.3,7,66,22.3,13.8,32.6,35.9,38.5,24.395
801,Muroran Institute of Technology,3365,17.5,4,11,15.4,9.4,42.6,37.7,30.7,23.465
801,University of Nairobi,69456,39.3,1,36,14.6,10.2,48.3,34.8,47,26.325
801,Nanjing Agricultural University,25963,15.9,3,56,23.4,17.2,43.2,47.4,21.2,27.915
801,Nanjing Tech University,33175,13.9,2,,17.7,12.1,53,59.7,24.3,28.155
801,National Central University,10838,9.4,10,35,25,22.6,22.1,65.6,40.8,25.61
801,National Chengchi University,13558,15.6,16,57,23.4,29.3,13.2,42,46.4,24.3
801,National Dong Hwa University,10269,18.1,9,51,16.3,24.6,28.9,37.8,38.6,24.78
801,National Institute of Technology Rourkela,5851,18.8,4,18,26.4,15.1,44.8,37.5,17.1,28.11
801,Saint-Petersburg Mining University ,7298,11.1,11,40,20.2,10.3,48.9,71.1,28.1,27.705
801,National University of Sciences and Technology,10645,8.1,3,33,21.1,11.7,35.1,34.8,40,24.24
801,National Sun Yat-Sen University,9190,13.2,6,39,24.4,28,21.9,58.9,30.6,26.0575
801,National Taipei University of Technology,9994,15.9,8,27,21.8,20.2,22.4,86.7,28.8,23.6475
801,"National Institute of Technology, Tiruchirappalli",6081,19.1,8,20,25,17.4,32.8,51.9,22.1,25.515
801,The New School,10434,9.4,35,71,23.9,15.2,30.2,38.4,50.3,25.5225
801,Niigata University,12158,7.9,2,38,23.9,13,41.3,40,23.3,26.2075
801,Normandy University,68013,20.3,11,55,17.4,12.9,38.8,35.8,53.3,25.6225
801,Northeastern University,36015,14.5,4,,24.8,22.1,19.3,96.9,37.5,25.095
801,Northeast Normal University,25425,14.7,2,73,24.3,10.3,48.6,37.1,18.3,27.26
801,University of Northern British Columbia (UNBC),2733,14,8,62,19.3,18.5,42,34.8,37.3,27.6075
801,Northwest University,24237,14.8,4,55,19.3,12.7,37.5,40.6,21.5,23.4775
801,NorthWest A&F University,29327,15.3,1,51,20.1,13.1,37.8,45.2,22.8,24.14
801,Okayama University,13099,8,8,39,25.6,16.6,27,51.6,28.2,24.165
801,Osaka City University,8279,8.9,4,36,24.9,14.3,26.8,39.3,24.6,22.6275
801,Osmania University,12454,17.8,2,31,36,10.2,31.5,39.6,15.4,25.455
801,Pablo de Olavide University,12113,14.4,18,59,21.5,14.2,42,35.2,50.2,27.955
801,University of Patras,25580,27.6,5,48,16.5,11.6,39.4,39.4,37.7,24.0625
801,University of Pécs,16859,11.3,22,56,19.6,16.1,40.9,37.5,55.9,28.11
801,Polytechnic Institute of Porto,18511,17.1,6,47,13.5,8.7,48.5,34.6,32.8,24.535
801,Polytechnic University of Valencia,21119,10,14,38,22.1,11.8,41.3,44.8,50,27.43
801,Pondicherry University,6107,17.2,1,42,36.5,19.2,18.3,34.5,14.5,24.15
801,Pontifical Catholic University of Peru,24984,7.5,3,47,19.9,8.6,33.8,35.9,47.4,23.1425
801,Pontifical Catholic University of Rio Grande do Sul (PUCRS),16750,22.8,0,50,18.7,13.5,41.1,49.7,25.8,25.1675
801,University of Puerto Rico,49713,13.9,1,58,18.1,8.5,43.7,34.9,43.7,25.24
801,University of the Punjab,27907,26.9,0,52,19.5,10.4,34.1,35.2,32.5,22.5175
801,University Rey Juan Carlos,42079,25.2,11,58,18.6,10.8,40.9,36.7,45.5,25.42
801,Rikkyo University,20183,14.1,4,53,16.6,8.9,47.5,34.8,42.7,25.9725
801,Rochester Institute of Technology,13996,15.7,18,36,20,18.1,39,35.9,41.6,27.1475
801,University of Roehampton,7665,16.3,28,71,18.7,19.9,31.3,34.5,76,27.5325
801,RUDN University,19803,11.6,29,60,36.3,11.3,25.2,37,51.6,26.635
801,Université Saint-Joseph de Beyrouth,7566,19.4,5,63,26.2,10.4,24,35.8,70.7,24.3775
801,University of Salford,15356,17,22,52,18.7,14.8,38.7,34.8,70.1,27.7875
801,São Paulo State University (UNESP),39577,13,2,51,34.4,23,16.8,36.9,25.1,25.065
801,Sapporo Medical University,1336,3.5,0,42,29.6,11.7,32.3,44.1,15.1,24.315
801,University of Science and Technology Beijing,24232,14.7,4,37,27.2,25.2,29.5,54.4,20.3,27.4525
801,University of Seoul,8807,16.6,5,,22.6,18.2,24.7,40.9,29.2,22.8625
801,University of Seville,62811,20.6,6,53,25.4,18.7,36.5,36.6,38.2,27.96
801,Shahid Beheshti University,18403,21.4,2,51,22.1,19,38,66.9,19.6,26.8725
801,Shanghai University,36637,11.3,6,49,21.2,24.8,29.6,60,31,26.505
801,Shanghai University of Finance and Economics (SUFE),15130,14.5,5,,27.6,14.1,32.7,38.2,48.8,26.935
801,Shanghai Maritime University,23789,17.9,3,38,14.5,9.8,40.3,51.2,36.3,23.3825
801,Shantou University,10305,11.7,1,50,22,14.2,39.5,44.1,41.8,26.9475
801,Sheffield Hallam University,25119,17,13,55,17.5,13.2,41.4,34.8,52.9,26.4675
801,Shiraz University,14286,20.6,0,49,24.8,25,27.2,57,18.1,25.8825
801,Sogang University,9559,22.9,11,45,24.4,28.2,23.6,47.7,34.9,26.67
801,University of South Bohemia in České Budějovice,9738,15.2,5,70,17.7,13.3,46.1,34.5,47.3,27.54
801,Southwestern University of Finance and Economics,22283,15.9,2,63,18.1,11.6,48,37.1,44.7,27.59
801,Sri Venkateswara University,7832,15.5,0,41,37.3,10,32.6,35,20.4,26.375
801,Staffordshire University,8558,14.8,12,49,16.8,9.8,42.8,34.6,52.2,25.6
801,St Marianna University School of Medicine,846,1,1,36,27,7.9,36.9,34.6,16,23.605
801,Sultan Qaboos University,6823,7.4,4,50,23.8,10.6,19.1,47.4,73.1,22.7175
801,University of Szeged,19700,12.5,16,57,21.8,12.4,36.6,36.5,54.4,26.2325
801,Tallinn University,7681,27.2,12,73,16.9,20.1,29.5,38.2,63,25.63
801,Tallinn University of Technology,9895,21.8,14,43,17.6,13.2,27.8,47.3,60.2,23.2775
801,Tanta University,128995,23.6,1,53,20.7,7.3,34.7,34.8,40.9,22.7475
801,Technical University of Madrid,40592,14,13,32,22.6,14.9,37.7,42.4,49.1,27.3025
801,Technological University Dublin,14904,20,20,43,15.7,13.3,32.9,35.1,73,24.9225
801,Teesside University,11919,18.3,11,56,15.5,10.6,43.9,34.8,53.7,25.8975
801,Universiti Tenaga Nasional (UNITEN),6780,16.1,6,38,17.9,13.8,33.9,91.5,37.1,24.75
801,University of Texas at El Paso,17089,23.2,8,53,21,22.9,36.3,34.4,40.7,27.9725
801,Tezpur University,3904,14,1,42,26.3,12.4,29,41.7,14.1,22.41
801,Tokyo University of Agriculture and Technology,5766,14.8,6,30,23.9,23.2,18,45.9,25.7,22.605
801,Tokyo Medical University,1350,1.6,1,52,29.6,10.7,35,35.7,17.1,24.765
801,Tokyo University of Science,18490,24.4,2,23,21.9,24.3,19.1,41.9,21.3,22.235
801,University of Trás-os-Montes and Alto Douro,6793,12.1,4,54,21.2,13.9,32.3,34.4,37.5,23.8925
801,Tshwane University of Technology,45992,39.4,2,52,14.4,7,42.9,36.1,43.2,23.4325
801,Universiti Utara Malaysia,12871,11.7,25,65,30.9,20.8,9.3,36.8,54.3,23.2925
801,"Vietnam National University, Hanoi",32944,13.4,1,54,21.9,9.1,38.8,36.5,47.4,25.4075
801,University of Vigo,18652,16.4,5,50,17.7,14.6,39.5,38.4,41.6,25.62
801,Vilnius University,16216,10.8,9,65,19.9,14.3,37.1,46.6,55.6,26.725
801,VIT University,33380,19.9,1,25,20.5,12.6,44,36.3,20.3,25.56
801,University of Wolverhampton,15687,20.4,21,61,15.8,13.3,35,34.5,65.3,24.99
801,Wuhan University of Technology,51684,14,3,30,18.8,13.4,40.8,53.8,23.1,24.9775
801,Xiangtan University,31340,21.2,1,53,14.8,12,46.1,38.5,19.3,24.28
801,Xidian University,34140,17.1,3,29,21,17.2,32.9,75.2,19.4,24.665
801,Yangzhou University,36880,15.1,3,55,15.3,10.7,40.8,41.3,21.5,22.685
801,Yeungnam University,20135,14.8,5,50,18.4,12.8,45.5,40,36.4,26.74
801,University of Zaragoza,28211,10.3,6,54,22,13.4,43.8,38.6,39.4,27.68
1001,Acıbadem University,2342,4.3,2,74,22,8.6,7.5,34.8,19.8,13.785
1001,AGH University of Science and Technology,28620,13,2,,17.7,13.5,23.6,38.3,20.7,18.95
1001,Akdeniz University,42862,35.9,1,45,15.2,9,13.9,35.2,17.2,13.6
1001,Akita University,4942,9.8,4,35,21,10.7,9.2,40.9,22.2,14.9575
1001,Al-Azhar University,342151,32.6,6,45,15.2,8.3,16.5,34.5,46.7,16.365
1001,Alexandria University,182129,27.4,3,54,18.9,13.1,24.1,39.6,44.5,21.1575
1001,Alexandru Ioan Cuza University,23124,18.1,6,63,16.7,11.1,9.7,34.5,31.9,14.505
1001,Al-Farabi Kazakh National University,21138,5.6,11,55,24.3,9.6,20.7,42.8,61.2,22.04
1001,University of Almería,12913,18.4,12,56,17.1,13.2,26.2,36.1,41.3,20.95
1001,Alzahra University,10110,22.5,1,10,18.1,9.9,16.8,36.8,15.2,15.5
1001,Amity University,29623,15,4,46,15.7,9.3,18.8,35.8,18.8,15.445
1001,Anadolu University,830104,493.5,1,37,13,24.1,16.5,100,17.3,19.8775
1001,"University of the Andes, Chile",8402,14.4,2,59,16.1,10.5,15.6,34.6,47.8,17.11
1001,"University of the Andes, Venezuela",42198,16.8,0,58,15,7.9,9.1,34.4,45.6,13.88
1001,Andhra University,9785,16.6,2,51,37.4,10.8,8,42.5,15.5,19.085
1001,Andrés Bello University (UNAB),44327,21.8,1,53,13.3,8,29.8,34.6,47.3,19.7425
1001,Ankara University,69737,19.1,4,50,19.2,10,13.9,35.1,22.5,15.495
1001,Anna University,14428,15.6,1,45,22.6,14.1,18.5,41.9,14.8,18.7175
1001,Annamalai University,23098,14.1,2,49,29.2,8.6,18.7,35.3,16.8,19.0925
1001,University of Antioquia,41389,24,0,51,16.7,17,17.2,40.6,37.7,19.1125
1001,Aoyama Gakuin University,19143,11.4,3,49,16.3,7.9,20.9,34.8,29,16.575
1001,Assiut University,87471,19.7,1,45,15.2,9,25.7,34.4,46.7,19.3325
1001,Austral University of Chile,15575,17.7,2,50,15,12.2,22.7,46.9,50.2,19.9075
1001,Autonomous University of Baja California,59507,17.7,2,53,13.7,8.8,7.7,35.2,30,12.19
1001,Autonomous University of Hidalgo State (UAEH),34995,18.2,1,57,15,8.2,8.4,36.2,22.1,12.0425
1001,Autonomous University of Nuevo León,207520,54.1,0,,12.5,7.7,12.1,35.4,29.2,12.765
1001,Autonomous University of Puebla,69982,33.2,1,53,16,7.9,12.2,34.7,25.7,13.625
1001,Autonomous University of Querétaro,22058,39.9,1,56,15.4,9.2,17.3,38.7,25.9,15.48
1001,Autonomous University of San Luis Potosi,32012,9.5,1,51,17.8,7.4,11.9,34.6,29,14.17
1001,Autonomous University of Sinaloa,72792,21.5,0,52,13.3,7.9,14.3,35.3,26.2,13.4975
1001,Autonomous University of the State of Mexico,57588,22.2,1,58,14.4,9.2,6.9,39,25.6,12.045
1001,Autonomous University of Yucatán,15206,13.6,0,50,15.8,8.1,15.9,40.2,29.3,15.1425
1001,Azarbaijan Shahid Madani University,6329,23.9,0,62,18.1,12.6,23.7,36.6,14.8,18.345
1001,Bahauddin Zakariya University,28135,34.5,0,43,13.6,9,19.8,34.4,35.1,16.2125
1001,Bahçeşehir University,16458,38.3,12,48,18.5,14.8,14.7,53.7,40.8,18.8025
1001,Banasthali University,10355,19.1,4,95,33,10,11.1,39.3,18.7,18.615
1001,Bandung Institute of Technology (ITB),17382,10.5,2,41,22,16.7,16.3,89.9,34,21.2975
1001,Bashkir State University,15236,11.1,3,63,17,8.1,4.5,36.9,16.7,11.055
1001,Başkent University,12516,11,0,53,21.4,10.9,4.8,40.1,14.2,13.1975
1001,Belarusian State University,27101,8.4,9,55,21.3,9.7,13.3,42.4,58.1,18.7075
1001,Belgorod State National Research University,13175,13.4,18,65,19.1,9.9,20.4,43.7,41.8,19.0475
1001,University of Bío-Bío,12955,24.7,1,42,13.2,8.4,7.9,37.3,46.6,13.2775
1001,University of Birjand,11000,24.4,1,64,16.4,8,8.6,34.6,16.7,12.0175
1001,"Birla Institute of Technology and Science, Pilani",13535,17.4,1,20,19.7,10.9,30.8,35.3,16.4,20.5325
1001,University of Biskra,34037,24.5,1,60,15.7,7.3,14,34.4,32.5,14.3975
1001,Bogor Agricultural University,22289,12.4,3,58,19,10.6,8.9,70.7,42.3,16.49
1001,University of Brawijaya,52975,18.9,1,54,16,8.5,8.3,36.3,21.4,12.3525
1001,Brno University of Technology,20275,19.6,22,29,18.6,15.6,21.7,41.2,52.2,21.715
1001,Bu-Ali Sina University,11609,26.3,1,53,22.2,15.3,25.8,35.3,16,21.0725
1001,University of Bucharest,30192,17.5,2,68,18.2,10.6,15.1,36.2,27.4,16.13
1001,Budapest University of Technology and Economics,18219,16.9,7,33,17.4,15.8,25.3,44,34.7,21.2525
1001,University of Burgos,7369,13.4,3,53,20.8,12,25.7,37.5,34.2,21.0525
1001,"California State University, Long Beach",30595,19.7,4,58,23.1,10.1,27.3,35.9,37.3,21.845
1001,Canterbury Christ Church University,11386,16.9,12,68,16.4,11.3,20.1,34.4,42.4,18.38
1001,Polytechnic University of Cartagena,4749,10.6,6,27,22.6,11.1,23.3,37.9,32.4,20.4775
1001,University of Carthage,32088,10.1,1,67,19.6,8.3,19.4,34.7,43.3,18.305
1001,Catholic University of the North,11871,19.6,2,46,14.8,14.2,18.9,35.6,52.9,19.2275
1001,University of Caxias do Sul,17101,24.9,0,54,13.8,7.8,7.6,35,17.7,10.9625
1001,Ceará State University,20174,17.8,0,55,16.2,8.3,6.1,35.6,16.3,11.2925
1001,University of Cergy-Pontoise,14867,16.3,16,57,15.9,13.6,23.6,35,62.5,21.4925
1001,Chaoyang University of Technology,16787,41.9,8,56,13.7,12.2,7.1,41.5,25.1,12.82
1001,"University of Chemistry and Technology, Prague",4285,9.8,20,62,24.2,14.6,17.8,40.7,49.3,21.695
1001,University of Chester,10915,19.5,11,67,15.8,12.7,24.8,34.8,46.6,20.355
1001,Chiang Mai University,35013,15.5,2,62,20.8,14.2,18,48.6,32.8,19.575
1001,Chiba Institute of Technology,9763,30.4,1,13,14.6,9.1,6.8,38.9,16.9,11.39
1001,Chubu University,12533,24.1,1,26,13.6,9.7,17.6,36.4,27.5,15.2425
1001,Chungnam National University,21908,19.9,4,45,22.7,21.1,12.1,46.6,23,19.66
1001,Chung Yuan Christian University,15926,32.9,11,44,16.8,24.6,14.8,47.2,35.2,20.68
1001,Chuo University,26302,37.2,4,36,27.2,10.3,23,36.8,23,20.795
1001,Cochin University of Science and Technology,8271,18.5,0,36,23.3,10.7,7.7,34.7,14.5,14.465
1001,University of Colombo,22322,29.6,1,61,13.5,8,13.9,34.8,38.2,14.355
1001,Comenius University in Bratislava,20056,9.8,14,67,22.2,13.1,22.3,34.6,52,22.045
1001,University of Concepción,27640,17.4,1,51,15.4,11.6,19.7,56.6,48.7,19.0775
1001,University of Constantine 1,35382,20.5,0,56,19.4,7.5,7.9,35.4,37.8,14.16
1001,Corvinus University of Budapest,11023,23.2,15,54,17.8,13.7,23.6,34.4,44.7,20.7425
1001,Cukurova University,42418,19.6,3,39,15.2,12.5,15.6,87.5,19.4,16.6325
1001,Czech University of Life Sciences Prague (CULS),17065,20.4,20,53,17.4,13.1,18.7,49.9,53.7,20.035
1001,University of Dar es Salaam,30139,19.1,0,32,14,7.3,20.4,34.4,46.3,16.8425
1001,De La Salle University,15604,17.8,3,50,17.1,12.9,26.4,34.4,30.7,20.0825
1001,Delhi Technological University,8242,23.3,0,16,15.8,13.1,37.5,35.3,13.5,21.815
1001,Del Rosario University,10339,12.9,1,61,16.5,9.6,15.4,35.1,47.5,16.89
1001,Democritus University of Thrace,30414,49.8,3,54,14.9,11.6,32,35.8,31.4,20.8
1001,University of Dhaka,34108,15.6,0,42,16,8.8,16.4,36.6,40.8,16.335
1001,Dokuz Eylül University,62844,19.3,2,47,15.1,9.5,19.7,40.7,18.4,15.6875
1001,Doshisha University,28309,18.8,4,41,15.6,9.8,7.7,35.7,27.6,12.8925
1001,"University of Economics, Prague",14011,28.1,23,54,18.9,13.3,5.5,35.1,43.5,15.45
1001,Edge Hill University,12185,15.5,5,68,14.8,10.2,33.1,34.4,42.4,21.47
1001,Ege University,46056,21,3,50,17.2,10.2,13.5,37.9,22.1,14.875
1001,Ehime University,9333,13.1,2,38,21.3,14.6,20.5,42.7,25.9,19.93
1001,The University of Electro-Communications,4813,15.1,5,12,19.3,18.6,14.1,39.1,29,18.7525
1001,University of Engineering & Technology (UET) Lahore,14654,14.5,2,24,15.3,9.2,19.4,34.7,44.4,17.3675
1001,Erciyes University,39178,29.1,3,46,19.7,16.3,20.6,84.4,21.5,20.7025
1001,Far Eastern Federal University,15601,10.3,19,,21.2,11.1,11.9,40.4,47,17.795
1001,Fayoum University,33084,14.1,1,39,15.7,9.8,32.7,36,39.3,21.3075
1001,Federal University of ABC (UFABC),14422,20.9,1,41,15.9,11.8,24.1,35.8,33.4,18.94
1001,Federal University of Alagoas,24077,13.2,0,,16.5,6.8,12.2,34.9,21.5,13.135
1001,Federal University of Bahia,40848,15.9,0,53,21.8,13.7,18.7,34.4,23.9,18.9125
1001,Federal University of Ceará (UFC),34676,17.2,1,46,22.4,11.8,20.7,38.6,25.8,19.37
1001,Federal University of Espírito Santo,24924,13.3,1,59,17.9,9.3,16.2,36.1,22.4,15.6025
1001,Federal University of Goiás,34158,13.4,1,50,23.3,9.7,14.2,39.6,20.4,16.68
1001,Federal University of Health Sciences of Porto Alegre (UFCSPA) ,3621,10.7,2,,20.3,10.5,12.9,34.4,18,15.32
1001,Federal University of Itajubá,9449,18.6,1,29,16.3,8.9,19.8,36.5,22.7,16.115
1001,Federal University of Lavras,14024,19.4,1,50,23.9,16.8,11.2,54.8,18.8,18.35
1001,Federal University of Mato Grosso do Sul,25018,18,0,49,17.1,6.9,7.4,34.4,16.8,11.54
1001,Federal University of Ouro Preto,13823,16.3,1,53,16.3,9.6,19.4,36.4,20.6,16.045
1001,Federal University of Pará,48114,19.6,0,44,17.1,9.6,11.8,34.8,24,14.22
1001,Federal University of Paraná (UFPR),34528,14.2,0,49,24.4,11.5,12.7,35.1,22.2,17.1225
1001,Federal University of Pernambuco,34072,12.8,1,50,26.9,9.2,14.3,35.9,20.8,17.5775
1001,Federal University of Rio Grande do Norte (UFRN),42573,17.1,0,54,19.6,8.7,19,41.6,23.2,16.97
1001,Federal Rural University of the Semi-Arid Region,5872,7.7,0,42,27.5,7.7,1.7,34.4,14,12.98
1001,Federal University of Santa Maria,27285,14.1,0,54,20.4,8.8,13.5,35,17.4,14.99
1001,Federal University of São Carlos,19134,14.6,2,49,26.2,13.4,17.3,41.2,24.5,19.9375
1001,Federal University of Technology – Paraná,35177,14,1,35,15.4,9.2,8.6,37.3,19.3,12.34
1001,Federal University of Viçosa,17595,14,2,50,28.1,14.3,12.3,47.6,20.1,19.1075
1001,Feng Chia University,19840,23.1,16,37,17.7,17.3,17.2,39.5,40.6,19.6925
1001,Fluminense Federal University,55502,15.4,0,50,20,11.3,14.8,35.2,23.5,16.4725
1001,University of Fortaleza (UNIFOR),23923,15.2,0,49,14.8,7.3,41.4,34.4,29.1,22.0925
1001,University of Fukui,5020,9.3,4,30,19.7,10.7,9.7,39.7,21.6,14.6425
1001,Universitas Gadjah Mada,38310,8.6,2,58,23.4,11,15.7,61.4,34.1,19.1225
1001,Gazi University,77346,30.3,3,49,18.8,10.6,13.2,40.5,16.6,15.0375
1001,Gaziantep University,37903,38.1,6,38,17.3,9,15.6,34.7,23.8,15.2225
1001,University of Gdańsk,27859,17.1,2,69,15.7,10.6,19.7,34.7,29.9,16.91
1001,Gebze Technical University,7487,27.4,2,34,21,14.1,19.4,36.7,27.5,19.33
1001,Gifu University,7194,7.6,4,36,23.5,11.8,16.9,38.5,23.1,18.355
1001,GITAM University,17226,14.2,2,30,16.7,7.7,15,35.2,19.6,14.17
1001,Government College University Lahore,9986,24.1,1,43,14,9.1,5.7,34.4,35.3,12.1475
1001,Grigore T. Popa University of Medicine and Pharmacy,9375,11.1,28,66,17.6,7.7,14.5,34.6,41.2,15.895
1001,University of Guadalajara,123932,55.6,0,52,15.4,7.8,10,34.4,28.3,12.9425
1001,University of Guanajuato,26034,19.8,3,53,16.4,8.7,13.5,34.6,35.7,15.1225
1001,Guangxi University,36083,16.9,4,47,16.1,11.3,17.9,42.8,20.6,16.205
1001,Gubkin Russian State University of Oil and Gas,8406,11.8,7,36,17.8,11.5,8.2,61.5,22.8,14.4975
1001,University of Guilan,16240,28.2,0,61,20.4,13.6,29.5,34.8,15.7,21.0975
1001,Gunma University,6473,7.7,3,37,27.4,12.9,17.8,37.6,19.4,19.825
1001,Hallym University,8108,9.8,5,,19,15.2,16,35.4,21.5,17.5575
1001,Hashemite University,15654,17.8,7,63,13.5,11.3,8.3,34.4,50.9,14.6075
1001,Université Hassan II de Casablanca,110125,27.8,2,54,15.9,7.6,24.8,36.4,34.4,17.98
1001,University of Havana,14856,9.8,7,71,21.6,9,9.5,40.2,52.5,16.9725
1001,Helwan University,113043,21.9,1,51,14.7,8.6,20,35.1,40.2,16.8825
1001,Hosei University,30969,40.7,2,37,16.8,9.7,25.9,35.2,25.8,18.535
1001,University of Hradec Králové,6611,15.1,4,60,16.8,10.8,12.7,34.7,33.1,15.44
1001,Huaqiao University,30491,17.7,11,50,14.7,11.3,27.3,37.2,48,20.52
1001,University of Hyogo,6566,12.8,3,40,16.7,12.1,10.4,46.4,18.5,14.3075
1001,Ibaraki University,8181,15.2,3,36,16.4,10,8.1,40.2,23.4,13.11
1001,Imam Abdulrahman Bin Faisal University,24763,8.5,4,77,21.1,8,15.3,34.8,73.2,19.68
1001,Incheon National University,13499,22.3,3,43,16.1,17,21.9,37,29.3,19.6225
1001,Industrial University of Santander (UIS),20851,24.5,0,46,14.5,9.9,35.1,34.7,38.7,21.62
1001,I-Shou University,13970,28.5,14,48,15.1,17,13.3,45.3,35.2,17.3925
1001,Istanbul Medipol University,26215,29.4,2,66,12.5,9.3,10.8,35.9,20.9,12.245
1001,Ivane Javakhishvili Tbilisi State University,19670,23.9,2,62,14.7,9.4,4.6,34.8,45.9,12.9225
1001,Ivan Franko National University of Lviv,16220,8.6,1,69,21.6,7.9,4.3,34.4,36.6,13.745
1001,Iwate University,5516,13.8,3,37,19.5,9.8,12,42.1,22.4,15.1225
1001,Izmir Institute of Technology,5090,19.6,4,46,19.4,11,29.4,38.9,30.4,21.1925
1001,Kagawa University,6392,9.7,2,41,20.9,11.7,28.5,40,28,21.43
1001,Kagoshima University,10541,10.1,3,38,21.4,11.4,18,42.9,23,18.0375
1001,Kanagawa University,18104,14.6,3,28,14.6,7.5,12.3,34.8,27.7,13.2675
1001,Kangwon National University,23127,23.1,3,41,17.6,15,17.8,36.3,21.1,17.61
1001,Kansai University,30346,11.2,3,39,24.3,8,6.9,35.4,24.6,14.49
1001,Kasetsart University,68067,22.2,1,62,18.6,12.8,10.3,59.8,37.1,16.7875
1001,Kaunas University of Technology,9956,14.7,6,38,16.5,11.4,5.6,38.9,30.4,13.3025
1001,Kazan National Research Technological University,15260,10.7,11,45,17.8,8.4,10.5,49,25.2,14.125
1001,Kharazmi University,12656,20.9,1,57,28,12.7,21.2,44.7,17.1,20.97
1001,Khon Kaen University,38655,19.7,2,51,21.6,12,18,55.2,31.1,19.1925
1001,KIIT University,21390,13.1,2,41,16.9,11.5,25.9,59.5,15.9,18.97
1001,King Mongkut’s Institute of Technology Ladkrabang,23539,21.7,1,53,17.8,19.5,6.7,82,19.6,16.72
1001,King Mongkut's University of Technology North Bangkok,26846,24.9,0,42,15.1,9.9,10.1,41.9,20.9,13.145
1001,King Mongkut’s University of Technology Thonburi,16126,21.4,3,47,17.3,16.7,23.6,74,29.2,21.32
1001,Kitasato University,8503,5.4,0,53,24,9.9,18.2,39.5,16.3,17.84
1001,Kochi University,5469,8.1,1,44,19.9,10.7,20.7,40.9,24.2,18.2275
1001,Kogakuin University,6505,17.4,1,17,17.2,9.8,8.8,42,18.7,13.1925
1001,Kookmin University,17081,11.3,10,46,18.2,10.4,16.4,38.4,29.3,16.6575
1001,Kwansei Gakuin University,24766,23.8,3,48,15.4,9,13.4,35.3,32.3,14.645
1001,Kyoto Institute of Technology,3989,13,5,26,21.5,15.9,10.3,41.3,22.1,17
1001,Kyushu Institute of Technology (Kyutech),5653,16.2,4,13,18.7,12.4,31,47.4,29.3,22.0125
1001,Latvia University of Life Sciences and Technologies,4216,36.9,1,49,17.4,17.6,5.2,36.9,16.6,14.2275
1001,University of León,13606,16.1,13,56,17.9,11.2,25.4,36.7,43.4,20.5225
1001,University of Lethbridge,6996,12.9,12,,16.7,12.4,22.3,34.5,57.6,20.6025
1001,L.N. Gumilyov Eurasian National University,17205,5.3,4,,21.6,7.5,16.6,34.4,51,18.395
1001,Lobachevsky State University of Nizhni Novgorod,18077,7.9,7,53,25.6,11.6,12.4,43.7,28.6,18.1175
1001,University of Łódź,31192,14.1,5,65,17.1,10.3,13.4,34.7,24.4,14.9375
1001,Lodz University of Technology,16372,13,4,41,16.3,11.1,18,37.8,23,16.29
1001,London South Bank University,12168,16.5,33,56,15.4,10.4,18.1,34.8,75.3,19.6875
1001,Londrina State University,26685,15.3,1,57,21.4,13.3,16.3,34.4,18.7,17.5625
1001,Maharaja Sayajirao University of Baroda,39252,27.2,0,55,14.1,9.3,17.2,34.9,14.4,14.1325
1001,Mahasarakham University,38192,29.3,0,67,18.5,8,11,35.5,26.1,14.095
1001,Universiti Malaysia Sarawak (UNIMAS),15973,18.8,6,65,17.8,8.5,10.2,34.7,39.5,14.78
1001,Manipal Academy of Higher Education,23082,8.6,11,45,24.1,11.6,9.3,40.3,31.5,16.87
1001,University of Manouba,18361,13.5,1,66,19.4,7.7,24.5,34.4,41.1,19.4225
1001,Marmara University,59480,29.1,4,49,21.3,8.9,19.4,34.6,22.9,17.4625
1001,University of Marrakech Cadi Ayyad,102000,65.7,1,54,18,8.5,22.7,35.4,41.1,18.7275
1001,Meiji University,33309,11.7,4,34,17.7,8.6,11.3,35.6,25.9,14.1125
1001,Meijo University,15412,31.4,1,29,15.6,10,11.6,35.5,26.2,14.0125
1001,Mendel University in Brno,7215,14.4,16,60,18.4,14.7,7.3,36,39.2,15.96
1001,Menoufia University,84587,36.4,1,45,15,7.9,24.9,36.5,35.2,17.8925
